##########################################################################################################
# This comment is auto generated by data_analysis.py script from https://github.com/lazicdanilo/LPM01A-lib
# It is used for caching the already calculated data. This comment should not be modified.
# If removed it will be re-created on next run of the script.
#
# This will only be generated if the calculation is done for the
# whole CSV file (flags -s, --start and -e, --end are not used)
#
# Generated on: 03-03-2024_10:42:08
# Calculation time window: 4.717438 s (4717.437999999999 ms)
# Number of values: 4720
# Average current consumption: 7.347662577893055e-06 Ah (0.007347662577893055 mAh)
##########################################################################################################
Current (uA),rx timestamp (us),board timestamps (ms)
16440.0,2384304,284000
15790.0,2386515,284000
12310.0,2386922,284000
16260.0,2387887,284000
17620.0,2388294,284000
17820.0,2390512,284000
13700.0,2390918,284000
7358.0,2391887,284000
15620.0,2392295,284000
20170.0,2394514,284000
12470.0,2394940,284000
17470.0,2395887,284000
15400.0,2396293,284000
14310.0,2398513,284000
14180.0,2398919,284000
17330.0,2399888,284000
13830.0,2400295,284000
11150.0,2402515,284000
19520.0,2402922,284000
14370.0,2403913,284000
14960.0,2404320,284000
18690.0,2406516,284000
16620.0,2406924,284000
18260.0,2407891,284000
16100.0,2408300,284000
17570.0,2410514,284000
17910.0,2410921,284000
12670.0,2411887,284000
15560.0,2412294,284000
18210.0,2414515,284000
18080.0,2414943,284000
17300.0,2415887,284000
17310.0,2416293,284000
13170.0,2418515,284000
19590.0,2418921,284000
14450.0,2419889,284000
14670.0,2420297,284000
13140.0,2422515,284000
20300.0,2422923,284000
14140.0,2423914,284000
12840.0,2424320,284000
11800.0,2426512,284000
11100.0,2426920,284000
12960.0,2427888,284000
19680.0,2428295,284000
15380.0,2430513,284000
16730.0,2430920,284000
8749.0,2431888,284000
6803.0,2432296,284000
6578.0,2434517,284000
6550.0,2434949,284000
6545.0,2435887,284000
6567.0,2436294,284000
6542.0,2438514,284000
6540.0,2438921,284000
6536.0,2439887,284000
6539.0,2440295,284000
6534.0,2442514,284000
6641.0,2442921,284000
6543.0,2443911,284000
6533.0,2444320,284000
6552.0,2446513,284000
6543.0,2446920,284000
6538.0,2447890,284000
6541.0,2448297,284000
6530.0,2450511,284000
6535.0,2450918,284000
6535.0,2451886,284000
6578.0,2452291,284000
6538.0,2454515,284000
6533.0,2454941,284000
6534.0,2455888,284000
6553.0,2456296,284000
6538.0,2457265,284000
6537.0,2457672,284000
6532.0,2459892,284000
6530.0,2460300,284000
6535.0,2461265,284000
6635.0,2461674,284000
6540.0,2463888,284000
6533.0,2464322,284000
6552.0,2465263,284000
6543.0,2465670,284000
6530.0,2467889,284000
6527.0,2468296,284000
6530.0,2469261,284000
6531.0,2469668,284000
6534.0,2471888,284000
6584.0,2472294,284000
6530.0,2473264,284000
6533.0,2473669,284000
6528.0,2475890,284000
6548.0,2476298,284000
6530.0,2477262,284000
6542.0,2477672,284000
6535.0,2479886,284000
6532.0,2480292,284000
6535.0,2481261,284000
6642.0,2483893,284000
6545.0,2484326,284000
6537.0,2485266,284000
6567.0,2485673,284000
6543.0,2487891,284000
6537.0,2488299,284000
6533.0,2489264,284000
6532.0,2489672,284000
6534.0,2491892,284000
6540.0,2492300,284000
6583.0,2493263,284000
6538.0,2493669,284000
6537.0,2495891,284000
6529.0,2496299,284000
6556.0,2497263,284000
6528.0,2497668,284000
6539.0,2499889,284000
6530.0,2500295,284000
6538.0,2501267,284000
6532.0,2501673,284000
6637.0,2503889,284000
6543.0,2504319,284000
6539.0,2505265,284000
6562.0,2505672,284000
6541.0,2507895,284000
6528.0,2508304,284000
6532.0,2509264,284000
6535.0,2509671,284000
6533.0,2511890,284000
6532.0,2512298,284000
6582.0,2513265,284000
6540.0,2513671,284000
6537.0,2515891,284000
6532.0,2516298,284000
6555.0,2517264,284000
6533.0,2517670,284000
6534.0,2519889,284000
6532.0,2520295,284000
6536.0,2521265,284000
6532.0,2521673,284000
6637.0,2523890,284000
6541.0,2524297,284000
6535.0,2525265,284000
6574.0,2525673,284000
6535.0,2527889,284000
6529.0,2528295,284000
6531.0,2529264,284000
6534.0,2529670,284000
6535.0,2531888,284000
6538.0,2532293,284000
6583.0,2533268,284000
6532.0,2533674,284000
6532.0,2535891,284000
6530.0,2536299,284000
6553.0,2537264,284000
6532.0,2537670,284000
6535.0,2539889,284000
6533.0,2540295,284000
6535.0,2541265,284000
6527.0,2541672,284000
6636.0,2543889,284000
6542.0,2544296,284000
6536.0,2545264,284000
6584.0,2545674,284000
6530.0,2546640,284000
6532.0,2547048,284000
6531.0,2549264,284000
6527.0,2549672,284000
6538.0,2550638,284000
6534.0,2551045,284000
6584.0,2553265,284000
6533.0,2553671,284000
6532.0,2554663,284000
6532.0,2555090,284000
6556.0,2557264,284000
6530.0,2557673,284000
6530.0,2558642,284000
6531.0,2559049,284000
6534.0,2561265,284000
6536.0,2561672,284000
6627.0,2562639,284000
6540.0,2563047,284000
6535.0,2565273,284000
6593.0,2565683,284000
6530.0,2566640,284000
6532.0,2567047,284000
6529.0,2569264,284000
6537.0,2569671,284000
6529.0,2570641,284000
6533.0,2571047,284000
6578.0,2573264,284000
6539.0,2573670,284000
6530.0,2574640,284000
6529.0,2575085,284000
6553.0,2577266,284000
6536.0,2577674,284000
6532.0,2578639,284000
6529.0,2579046,284000
6526.0,2581266,284000
6530.0,2581674,284000
6627.0,2582641,284000
6543.0,2583050,284000
6530.0,2585271,284000
6598.0,2585679,284000
6537.0,2586639,284000
6530.0,2587046,284000
6527.0,2589264,284000
6529.0,2589669,284000
6528.0,2590640,284000
6528.0,2591047,284000
6574.0,2593265,284000
6531.0,2593671,284000
6531.0,2594639,284000
6527.0,2595090,284000
6543.0,2597266,284000
6534.0,2597672,284000
6532.0,2598638,284000
6528.0,2599045,284000
6522.0,2601265,284000
6530.0,2601673,284000
6626.0,2602639,284000
6541.0,2603046,284000
6537.0,2605286,284000
6603.0,2605692,284000
6539.0,2606641,284000
6535.0,2607048,284000
6535.0,2609268,284000
6533.0,2609675,284000
6535.0,2610640,284000
6536.0,2611046,284000
6579.0,2613264,284000
6541.0,2613671,284000
6539.0,2614640,284000
6537.0,2615097,284000
6556.0,2617267,284000
6531.0,2617675,284000
6534.0,2618639,284000
6534.0,2619046,284000
6532.0,2621264,284000
6533.0,2622697,284000
6626.0,2623107,284000
6540.0,2625531,284000
6532.0,2626169,284000
6599.0,2626864,284000
6539.0,2627498,284000
6535.0,2629486,284000
6531.0,2630117,284000
6535.0,2630863,284000
6532.0,2631495,284000
6532.0,2632234,284000
6569.0,2632867,284000
6539.0,2634894,284000
6537.0,2635567,284000
6534.0,2636236,284000
6553.0,2636869,284000
6530.0,2638861,284000
6535.0,2639497,284000
6532.0,2640236,284000
6531.0,2640867,284000
6536.0,2642860,284000
6623.0,2643492,284000
6539.0,2644235,284000
6527.0,2644896,284000
6602.0,2646862,284000
6535.0,2647496,284000
6529.0,2648234,284000
6534.0,2648867,284000
6530.0,2650861,284000
6529.0,2651495,284000
6529.0,2652233,284000
6570.0,2652867,284000
6537.0,2654886,284000
6532.0,2655562,284000
6530.0,2656235,284000
6551.0,2656869,284000
6532.0,2658862,284000
6533.0,2659495,284000
6529.0,2660236,284000
6528.0,2660871,284000
6533.0,2662862,284000
6616.0,2663494,284000
6540.0,2664236,284000
6535.0,2664898,284000
6601.0,2666866,284000
6532.0,2667498,284000
6528.0,2668237,284000
6529.0,2668869,284000
6529.0,2670861,284000
6532.0,2671492,284000
6525.0,2672232,284000
6570.0,2672863,284000
6538.0,2674885,284000
6533.0,2675558,284000
6533.0,2676236,284000
6549.0,2676867,284000
6530.0,2678861,284000
6531.0,2679495,284000
6534.0,2680234,284000
6527.0,2680867,284000
6531.0,2682862,284000
6616.0,2683496,284000
6536.0,2684237,284000
6528.0,2684899,284000
6609.0,2686860,284000
6532.0,2687491,284000
6530.0,2688234,284000
6529.0,2688866,284000
6528.0,2690861,284000
6532.0,2691494,284000
6529.0,2692235,284000
6563.0,2692865,284000
6533.0,2694884,284000
6529.0,2695519,284000
6531.0,2696513,284000
6543.0,2697151,284000
6535.0,2698873,284000
6530.0,2699507,284000
6527.0,2700238,284000
6530.0,2700870,284000
6533.0,2702864,284000
6615.0,2703497,284000
6534.0,2704234,284000
6534.0,2704898,284000
6603.0,2706862,284000
6534.0,2707495,284000
6529.0,2708237,284000
6533.0,2708871,284000
6535.0,2710866,284000
6530.0,2711500,284000
6534.0,2712237,284000
6571.0,2712870,284000
6530.0,2714895,284000
6533.0,2715528,284000
6530.0,2716269,284000
6549.0,2716901,284000
6530.0,2717612,284000
6530.0,2718243,284000
6534.0,2720233,284000
6526.0,2720867,284000
6529.0,2721616,284000
6613.0,2722251,284000
6529.0,2724310,284000
6529.0,2724975,284000
6592.0,2725635,284000
6536.0,2726167,284000
6526.0,2728020,284000
6540.0,2728428,284000
6535.0,2729389,284000
6534.0,2729794,284000
6538.0,2732017,284000
6575.0,2732424,284000
6541.0,2733392,284000
6536.0,2733800,284000
6538.0,2736045,284000
6553.0,2736454,284000
6531.0,2737391,284000
6534.0,2737800,284000
6540.0,2740014,284000
6540.0,2740421,284000
6536.0,2741391,284000
6622.0,2741799,284000
6541.0,2744017,284000
6535.0,2744423,284000
6604.0,2745391,284000
6542.0,2745799,284000
6533.0,2748016,284000
6536.0,2748425,284000
6542.0,2749390,284000
6541.0,2749796,284000
6536.0,2752015,284000
6570.0,2752421,284000
6532.0,2753390,284000
6536.0,2753796,284000
6540.0,2756039,284000
6547.0,2756447,284000
6541.0,2757393,284000
6540.0,2757799,284000
6537.0,2760020,284000
6538.0,2761392,284000
6533.0,2761799,284000
6618.0,2764015,284000
6541.0,2764422,284000
6532.0,2765392,284000
6605.0,2765799,284000
6542.0,2768016,284000
6542.0,2768422,284000
6537.0,2769391,284000
6529.0,2769798,284000
6541.0,2772015,284000
6536.0,2772421,284000
6571.0,2773389,284000
6534.0,2773795,284000
6531.0,2776015,284000
6528.0,2776449,284000
6553.0,2777392,284000
6533.0,2777799,284000
6535.0,2780016,284000
6534.0,2780421,284000
6533.0,2781391,284000
6531.0,2781799,284000
6610.0,2784021,284000
6536.0,2784428,284000
6530.0,2785390,284000
6604.0,2785798,284000
6534.0,2788017,284000
6532.0,2788424,284000
6535.0,2789390,284000
6536.0,2789796,284000
6533.0,2792015,284000
6530.0,2792422,284000
6563.0,2793389,284000
6537.0,2793794,284000
6532.0,2796015,284000
6537.0,2796449,284000
6553.0,2797392,284000
6536.0,2797799,284000
6532.0,2800016,284000
6530.0,2800423,284000
6532.0,2801393,284000
6532.0,2801800,284000
6608.0,2802766,284000
6541.0,2803174,284000
6533.0,2805390,284000
6598.0,2805796,284000
6534.0,2806766,284000
6538.0,2807173,284000
6528.0,2809396,284000
6529.0,2809803,284000
6527.0,2810766,284000
6524.0,2811172,284000
6568.0,2813390,284000
6532.0,2813797,284000
6533.0,2814789,284000
6528.0,2815195,284000
6540.0,2817391,284000
6533.0,2817798,284000
6530.0,2818766,284000
6534.0,2819173,284000
6527.0,2821392,284000
6540.0,2821799,284000
6606.0,2822767,284000
6534.0,2823173,284000
6531.0,2825391,284000
6590.0,2825799,284000
6535.0,2826785,284000
6534.0,2827193,284000
6532.0,2829391,284000
6530.0,2829797,284000
6534.0,2830765,284000
6530.0,2831171,284000
6557.0,2833392,284000
6531.0,2833799,284000
6531.0,2834790,284000
6530.0,2835198,284000
6548.0,2837392,284000
6536.0,2837801,284000
6530.0,2838767,284000
6528.0,2839173,284000
6529.0,2841392,284000
6533.0,2841798,284000
6598.0,2842767,284000
6538.0,2843173,284000
6525.0,2845391,284000
6594.0,2845797,284000
6532.0,2846789,284000
6527.0,2847196,284000
6530.0,2849391,284000
6531.0,2849798,284000
6528.0,2850767,284000
6534.0,2851174,284000
6557.0,2853392,284000
6537.0,2853799,284000
6533.0,2854786,284000
6540.0,2855193,284000
6541.0,2857393,284000
6533.0,2857802,284000
6541.0,2858768,284000
6538.0,2859176,284000
6533.0,2861394,284000
6542.0,2861800,284000
6611.0,2862766,284000
6541.0,2863172,284000
6530.0,2865391,284000
6592.0,2865798,284000
6543.0,2866791,284000
6534.0,2867200,284000
6530.0,2869393,284000
6532.0,2869801,284000
6526.0,2870768,284000
6533.0,2871175,284000
6565.0,2873393,284000
6531.0,2873800,284000
6530.0,2874785,284000
6527.0,2875192,284000
6548.0,2877393,284000
6528.0,2877800,284000
6536.0,2878766,284000
6529.0,2879172,284000
6532.0,2881391,284000
6530.0,2881796,284000
6601.0,2882767,284000
6540.0,2883173,284000
6540.0,2885398,284000
6584.0,2885805,284000
6528.0,2886767,284000
6530.0,2887200,284000
6533.0,2888142,284000
6533.0,2888548,284000
6530.0,2890764,284000
6533.0,2891169,284000
6570.0,2892141,284000
6533.0,2892549,284000
6539.0,2894784,284000
6533.0,2895189,284000
6546.0,2896141,284000
6537.0,2896546,284000
6532.0,2898766,284000
6532.0,2900142,284000
6525.0,2900550,284000
6530.0,2902768,284000
6596.0,2903174,284000
6537.0,2904143,284000
6534.0,2904549,284000
6590.0,2906765,284000
6530.0,2907198,284000
6532.0,2908141,284000
6530.0,2908547,284000
6530.0,2910769,284000
6530.0,2911177,284000
6530.0,2912141,284000
6561.0,2912548,284000
6538.0,2914784,284000
6530.0,2915192,284000
6536.0,2916140,284000
6549.0,2916547,284000
6536.0,2918768,284000
6531.0,2919174,284000
6536.0,2920140,284000
6530.0,2920546,284000
6531.0,2922767,284000
6599.0,2923174,284000
6542.0,2924142,284000
6524.0,2924548,284000
6583.0,2926767,284000
6532.0,2927202,284000
6530.0,2928143,284000
6532.0,2928552,284000
6536.0,2930765,284000
6530.0,2931170,284000
6532.0,2932142,284000
6552.0,2932549,284000
6532.0,2934790,284000
6532.0,2935199,284000
6535.0,2936141,284000
6539.0,2936547,284000
6533.0,2938767,284000
6530.0,2939176,284000
6528.0,2940141,284000
6529.0,2940546,284000
6532.0,2942768,284000
6593.0,2943175,284000
6535.0,2944142,284000
6529.0,2944550,284000
6576.0,2946770,284000
6531.0,2947204,284000
6528.0,2948143,284000
6531.0,2948548,284000
6527.0,2950767,284000
6528.0,2951174,284000
6531.0,2952141,284000
6558.0,2952547,284000
6533.0,2954784,284000
6525.0,2955192,284000
6533.0,2956141,284000
6535.0,2956548,284000
6531.0,2958766,284000
6533.0,2959174,284000
6539.0,2960144,284000
6533.0,2960552,284000
6533.0,2962768,284000
6595.0,2963174,284000
6533.0,2964142,284000
6529.0,2964552,284000
6584.0,2966768,284000
6532.0,2967175,284000
6529.0,2968143,284000
6528.0,2968550,284000
6530.0,2970767,284000
6529.0,2971174,284000
6529.0,2972142,284000
6556.0,2972549,284000
6532.0,2973517,284000
6534.0,2973924,284000
6519.0,2976141,284000
6535.0,2976549,284000
6528.0,2977543,284000
6528.0,2977951,284000
6542.0,2980140,284000
6536.0,2980546,284000
6538.0,2981517,284000
6594.0,2981924,284000
6536.0,2984145,284000
6534.0,2984554,284000
6586.0,2985517,284000
6541.0,2985923,284000
6529.0,2988146,284000
6537.0,2988553,284000
6532.0,2989517,284000
6529.0,2989924,284000
6534.0,2992142,284000
6560.0,2992548,284000
6531.0,2993515,284000
6527.0,2993921,284000
6524.0,2996142,284000
6537.0,2996549,284000
6531.0,2997537,284000
6527.0,2997944,284000
6529.0,3000142,284000
6536.0,3000548,284000
6525.0,3001517,284000
6585.0,3001924,284000
6531.0,3004142,284000
6528.0,3004551,284000
6581.0,3005517,284000
6530.0,3005923,284000
6528.0,3008144,284000
6528.0,3008551,284000
6532.0,3009519,284000
6530.0,3009926,284000
6529.0,3012144,284000
6558.0,3012551,284000
6535.0,3013516,284000
6538.0,3013923,284000
6539.0,3016141,284000
6536.0,3016549,284000
6537.0,3017516,284000
6529.0,3017949,284000
6530.0,3020144,284000
6523.0,3020552,284000
6533.0,3021518,284000
6594.0,3021925,284000
6536.0,3024172,284000
6534.0,3024589,284000
6580.0,3025521,284000
6534.0,3025928,284000
6530.0,3028145,284000
6533.0,3028551,284000
6530.0,3029517,284000
6535.0,3029924,284000
6526.0,3032143,284000
6553.0,3032549,284000
6530.0,3033516,284000
6522.0,3033923,284000
6531.0,3036148,284000
6543.0,3036555,284000
6530.0,3037517,284000
6528.0,3040144,284000
6530.0,3040551,284000
6531.0,3041518,284000
6522.0,3041924,284000
6584.0,3044144,284000
6530.0,3044551,284000
6537.0,3045523,284000
6576.0,3045932,284000
6529.0,3048175,284000
6530.0,3048581,284000
6529.0,3049516,284000
6530.0,3049924,284000
6531.0,3052145,284000
6529.0,3052553,284000
6554.0,3053517,284000
6531.0,3053923,284000
6531.0,3056143,284000
6534.0,3056550,284000
9848.0,3057519,284000
11800.0,3057952,284000
12630.0,3058893,284000
13350.0,3059301,284000
14210.0,3061522,284000
16850.0,3061930,284000
18050.0,3062892,284000
17640.0,3063298,284000
17230.0,3066980,285000
11820.0,3067391,285000
16760.0,3067798,285000
16470.0,3068234,285000
14650.0,3069526,285000
13130.0,3069933,285000
15320.0,3070896,285000
13580.0,3071303,285000
10200.0,3073520,285000
19930.0,3073928,285000
13230.0,3074920,285000
16690.0,3075328,285000
18040.0,3077521,285000
17750.0,3077926,285000
19060.0,3078897,285000
17510.0,3079305,285000
18560.0,3081520,285000
16540.0,3081928,285000
14580.0,3082895,285000
17080.0,3083303,285000
19040.0,3085522,285000
15960.0,3085929,285000
16820.0,3086891,285000
18110.0,3087298,285000
13120.0,3089518,285000
16950.0,3089926,285000
17240.0,3090891,285000
15670.0,3091297,285000
15160.0,3093518,285000
13970.0,3093923,285000
18920.0,3094911,285000
15750.0,3095318,285000
14570.0,3097522,285000
14370.0,3097931,285000
15930.0,3098895,285000
18530.0,3099302,285000
16340.0,3101519,285000
17980.0,3101925,285000
12810.0,3102893,285000
15660.0,3103299,285000
17760.0,3105519,285000
14720.0,3105926,285000
13010.0,3106893,285000
15080.0,3107298,285000
14130.0,3109521,285000
14020.0,3109929,285000
18360.0,3110898,285000
13430.0,3111303,285000
13630.0,3113522,285000
14110.0,3113927,285000
17010.0,3114913,285000
17560.0,3115319,285000
14150.0,3117522,285000
14080.0,3117930,285000
11590.0,3118898,285000
20200.0,3119305,285000
10670.0,3121519,285000
16360.0,3121926,285000
17930.0,3122895,285000
14840.0,3123301,285000
12770.0,3125521,285000
16190.0,3125928,285000
13250.0,3126895,285000
12480.0,3127302,285000
18890.0,3129521,285000
16680.0,3129928,285000
14000.0,3130893,285000
14710.0,3131301,285000
15170.0,3133520,285000
17390.0,3133927,285000
18300.0,3134912,285000
16510.0,3135320,285000
18520.0,3137524,285000
14300.0,3137931,285000
13820.0,3138896,285000
17340.0,3139302,285000
18100.0,3141520,285000
17670.0,3141926,285000
20280.0,3142895,285000
11530.0,3143301,285000
19600.0,3144269,285000
17500.0,3144676,285000
17920.0,3146896,285000
19660.0,3147302,285000
17850.0,3148271,285000
14060.0,3148705,285000
12650.0,3150895,285000
16510.0,3151303,285000
16260.0,3152269,285000
16860.0,3152676,285000
13190.0,3154913,285000
14850.0,3155321,285000
10840.0,3156268,285000
16030.0,3156674,285000
19140.0,3158913,285000
18490.0,3159320,285000
16490.0,3160281,285000
16120.0,3160688,285000
10740.0,3162898,285000
9093.0,3163304,285000
11940.0,3164271,285000
13440.0,3164676,285000
18760.0,3166896,285000
14660.0,3167302,285000
20460.0,3168269,285000
19390.0,3168702,285000
15040.0,3170896,285000
15300.0,3171304,285000
11920.0,3172269,285000
10500.0,3172678,285000
14820.0,3174913,285000
18820.0,3175321,285000
18310.0,3176270,285000
13120.0,3178919,285000
16050.0,3179326,285000
14420.0,3180272,285000
11680.0,3180680,285000
13410.0,3182895,285000
16420.0,3183302,285000
16100.0,3184272,285000
15500.0,3184677,285000
18720.0,3186904,285000
16840.0,3187314,285000
15930.0,3188269,285000
14320.0,3188674,285000
13050.0,3190896,285000
17520.0,3191302,285000
12050.0,3192269,285000
18310.0,3192676,285000
20120.0,3194915,285000
20790.0,3195323,285000
20820.0,3196270,285000
20770.0,3196678,285000
17780.0,3198920,285000
8961.0,3199327,285000
17650.0,3200271,285000
19030.0,3200679,285000
18910.0,3202893,285000
18670.0,3203300,285000
14020.0,3204269,285000
17010.0,3204678,285000
17280.0,3206896,285000
15840.0,3207304,285000
12120.0,3208270,285000
14180.0,3208676,285000
13100.0,3210910,285000
15080.0,3211320,285000
17920.0,3212273,285000
14120.0,3212680,285000
12470.0,3214915,285000
13070.0,3215322,285000
17600.0,3216272,285000
12110.0,3216679,285000
18260.0,3218894,285000
20120.0,3219325,285000
20790.0,3220271,285000
20090.0,3220680,285000
18850.0,3222896,285000
20630.0,3223302,285000
9178.0,3224271,285000
15170.0,3224680,285000
19420.0,3226897,285000
20300.0,3227304,285000
18730.0,3228268,285000
20090.0,3228674,285000
18090.0,3229645,285000
16860.0,3230052,285000
13640.0,3232271,285000
14760.0,3232678,285000
12400.0,3233644,285000
15060.0,3234050,285000
16100.0,3236271,285000
18420.0,3236678,285000
18290.0,3237651,285000
17930.0,3238059,285000
17560.0,3240272,285000
18390.0,3240679,285000
19810.0,3241646,285000
20990.0,3242052,285000
19920.0,3244271,285000
20150.0,3244679,285000
10130.0,3245645,285000
16650.0,3246052,285000
19510.0,3248269,285000
20540.0,3248676,285000
19430.0,3249645,285000
17450.0,3250051,285000
18770.0,3252270,285000
10520.0,3252676,285000
15600.0,3253648,285000
17730.0,3254055,285000
16810.0,3256271,285000
13690.0,3256679,285000
14790.0,3257644,285000
12410.0,3258051,285000
15030.0,3260272,285000
16060.0,3260678,285000
18360.0,3261643,285000
18300.0,3262050,285000
17920.0,3264274,285000
17570.0,3264681,285000
18500.0,3265648,285000
19920.0,3266054,285000
20940.0,3268271,285000
19890.0,3268679,285000
20150.0,3269649,285000
10120.0,3270058,285000
16610.0,3272270,285000
19500.0,3272676,285000
20520.0,3273645,285000
19420.0,3274052,285000
17480.0,3276270,285000
18310.0,3276676,285000
10500.0,3277641,285000
15520.0,3278047,285000
17710.0,3280271,285000
16770.0,3280679,285000
13720.0,3281645,285000
14870.0,3282052,285000
12440.0,3284271,285000
14980.0,3284679,285000
16050.0,3285651,285000
18340.0,3286058,285000
18220.0,3288276,285000
17890.0,3288684,285000
17550.0,3289674,285000
18540.0,3290081,285000
19940.0,3292273,285000
20930.0,3292683,285000
20900.0,3293646,285000
20210.0,3294052,285000
10180.0,3296271,285000
16590.0,3296680,285000
19470.0,3297645,285000
20540.0,3298051,285000
19030.0,3300271,285000
17400.0,3300678,285000
20170.0,3301649,285000
10690.0,3302056,285000
12330.0,3304272,285000
18290.0,3304678,285000
19800.0,3305651,285000
17200.0,3306058,285000
19370.0,3308270,285000
16160.0,3308677,285000
18670.0,3309670,285000
16280.0,3310078,285000
16100.0,3312275,285000
15130.0,3312682,285000
16860.0,3313647,285000
13090.0,3314055,285000
18310.0,3316270,285000
20030.0,3317649,285000
20910.0,3318056,285000
20890.0,3319020,285000
20830.0,3319426,285000
20800.0,3321646,285000
20730.0,3322053,285000
20730.0,3323022,285000
19610.0,3323427,285000
12160.0,3325647,285000
13940.0,3326052,285000
18460.0,3327020,285000
17830.0,3327427,285000
11830.0,3329670,285000
15240.0,3330078,285000
18570.0,3331023,285000
12480.0,3331431,285000
12200.0,3333647,285000
15580.0,3334052,285000
15360.0,3335040,285000
16270.0,3335448,285000
17410.0,3337649,285000
15760.0,3338058,285000
15850.0,3339020,285000
14330.0,3339424,285000
14070.0,3341673,285000
12800.0,3342092,285000
12080.0,3343024,285000
14070.0,3343433,285000
14970.0,3345646,285000
15100.0,3346053,285000
14430.0,3347022,285000
12600.0,3347428,285000
18920.0,3349648,285000
14030.0,3350083,285000
15670.0,3351021,285000
16180.0,3351429,285000
11780.0,3353645,285000
12470.0,3354051,285000
15780.0,3355039,285000
13590.0,3355445,285000
14740.0,3357646,285000
14980.0,3358053,285000
14110.0,3359022,285000
13370.0,3359431,285000
13370.0,3361653,285000
14590.0,3362061,285000
15120.0,3363024,285000
14500.0,3363432,285000
14760.0,3365649,285000
14170.0,3366056,285000
12830.0,3367018,285000
13920.0,3367423,285000
19770.0,3369646,285000
9904.0,3370080,285000
16970.0,3371021,285000
19620.0,3371428,285000
19280.0,3373648,285000
15830.0,3374056,285000
15750.0,3375038,285000
14840.0,3375445,285000
9879.0,3377645,285000
15950.0,3378051,285000
18000.0,3379019,285000
17810.0,3379425,285000
17420.0,3381648,285000
16270.0,3382055,285000
13300.0,3383021,285000
17400.0,3383425,285000
15490.0,3385647,285000
16390.0,3386053,285000
13620.0,3387019,285000
17560.0,3387427,285000
17420.0,3389649,285000
17150.0,3390082,285000
13780.0,3391023,285000
13970.0,3391431,285000
17080.0,3393646,285000
20570.0,3394056,285000
10550.0,3395037,285000
16660.0,3395444,285000
17460.0,3397651,285000
15120.0,3398058,285000
13130.0,3399019,285000
16410.0,3399427,285000
13610.0,3400419,285000
12210.0,3400826,285000
19010.0,3403022,285000
16200.0,3403428,285000
13650.0,3404398,285000
12730.0,3404825,285000
15100.0,3407022,285000
17520.0,3407428,285000
17740.0,3408395,285000
9791.0,3408801,285000
6797.0,3411023,285000
6596.0,3411430,285000
7487.0,3412396,285000
7650.0,3412803,285000
7637.0,3415044,285000
7692.0,3415449,285000
7275.0,3416395,285000
7787.0,3416801,285000
7777.0,3419021,285000
7909.0,3419426,285000
7989.0,3420421,285000
7767.0,3420828,285000
5827.0,3423022,285000
19670.0,3423429,285000
23360.0,3424397,285000
23710.0,3424823,285000
23710.0,3427023,285000
23750.0,3427430,285000
23750.0,3428397,285000
23750.0,3428803,285000
23720.0,3431028,285000
23710.0,3431482,285000
23710.0,3432698,285000
23710.0,3433337,285000
23710.0,3435273,285000
23780.0,3435906,285000
23710.0,3436617,285000
23710.0,3437249,285000
23710.0,3439247,285000
23700.0,3439883,285000
23710.0,3440655,285000
23690.0,3441287,285000
23740.0,3443247,285000
23740.0,3443881,285000
23730.0,3444621,285000
23760.0,3445277,285000
23750.0,3447243,285000
23750.0,3447875,285000
23750.0,3448616,285000
23730.0,3449249,285000
23730.0,3451247,285000
23710.0,3451882,285000
23710.0,3452617,285000
23700.0,3453248,285000
23690.0,3455272,285000
23780.0,3456614,285000
23700.0,3457248,285000
23690.0,3459242,285000
23700.0,3459873,285000
23670.0,3460656,285000
23670.0,3461290,285000
23690.0,3463247,285000
23750.0,3463880,285000
23730.0,3464619,285000
23710.0,3465277,285000
23740.0,3467246,285000
23710.0,3467877,285000
23710.0,3468618,285000
23710.0,3469253,285000
23710.0,3471247,285000
23710.0,3471881,285000
23690.0,3472618,285000
23700.0,3473252,285000
23660.0,3475268,285000
23660.0,3475900,285000
23740.0,3476617,285000
23680.0,3477249,285000
23680.0,3479243,285000
23670.0,3479876,285000
23670.0,3480615,285000
23680.0,3481287,285000
23660.0,3483245,285000
23730.0,3483877,285000
23710.0,3484617,285000
23710.0,3485273,285000
23730.0,3485993,285000
23700.0,3486625,285000
23710.0,3488622,285000
23710.0,3489254,285000
23710.0,3489992,285000
23710.0,3490625,285000
23690.0,3492620,285000
23680.0,3493254,285000
23670.0,3493998,285000
23680.0,3494629,285000
23730.0,3496620,285000
23670.0,3497254,285000
23660.0,3497995,285000
23660.0,3498627,285000
23660.0,3500621,285000
23650.0,3501290,285000
23650.0,3501995,285000
23710.0,3502630,285000
23700.0,3504620,285000
23710.0,3505280,285000
23710.0,3505995,285000
23700.0,3506628,285000
23710.0,3508616,285000
23700.0,3509251,285000
23710.0,3509991,285000
23670.0,3510624,285000
23660.0,3512622,285000
23680.0,3513256,285000
23650.0,3513997,285000
23640.0,3514631,285000
23730.0,3516617,285000
23660.0,3517251,285000
23660.0,3517990,285000
23650.0,3518620,285000
23630.0,3520614,285000
23650.0,3521288,285000
23640.0,3521994,285000
23710.0,3522625,285000
23700.0,3524618,285000
23710.0,3525310,285000
23710.0,3525998,285000
23700.0,3526631,285000
23710.0,3528615,285000
