##########################################################################################################
# This comment is auto generated by data_analysis.py script from https://github.com/lazicdanilo/LPM01A-lib
# It is used for caching the already calculated data. This comment should not be modified.
# If removed it will be re-created on next run of the script.
#
# This will only be generated if the calculation is done for the
# whole CSV file (flags -s, --start and -e, --end are not used)
#
# Generated on: 03-03-2024_10:42:08
# Calculation time window: 4.717438 s (4717.437999999999 ms)
# Number of values: 4720
# Average current consumption: 7.347662577893055e-06 Ah (0.007347662577893055 mAh)
##########################################################################################################
Current (uA),rx timestamp (us),board timestamps (ms)
13.33,1240632,283000
13.33,1241044,283000
13.33,1243310,283000
13.33,1243739,283000
13.33,1244635,283000
13.33,1245068,283000
13.33,1247261,283000
13.33,1247673,283000
13.33,1248631,283000
13.33,1249042,283000
13.34,1251260,283000
13.33,1251670,283000
13.57,1252632,283000
13.34,1253040,283000
13.33,1255258,283000
13.33,1255668,283000
13.33,1256635,283000
13.33,1257046,283000
13.33,1259258,283000
13.33,1259668,283000
18460.0,1260632,283000
17740.0,1261039,283000
19200.0,1262007,283000
19230.0,1262414,283000
19060.0,1264631,283000
18810.0,1265058,283000
18510.0,1266010,283000
18210.0,1266444,283000
17840.0,1268632,283000
16910.0,1269041,283000
18280.0,1270004,283000
12320.0,1270409,283000
18210.0,1272630,283000
20110.0,1273035,283000
20820.0,1274004,283000
20070.0,1274411,283000
18770.0,1276663,283000
19400.0,1277072,283000
9181.0,1278005,283000
17480.0,1278412,283000
18920.0,1280632,283000
18330.0,1281039,283000
11290.0,1282006,283000
16700.0,1282412,283000
14010.0,1284630,283000
17160.0,1285057,283000
17830.0,1286009,283000
19420.0,1286437,283000
19330.0,1288633,283000
19100.0,1289040,283000
18820.0,1290006,283000
18530.0,1290413,283000
18190.0,1292632,283000
17830.0,1293038,283000
17590.0,1294005,283000
18420.0,1294414,283000
12360.0,1296664,283000
18240.0,1297072,283000
20090.0,1298007,283000
20770.0,1298413,283000
19830.0,1300637,283000
18770.0,1301049,283000
20550.0,1302007,283000
9288.0,1302415,283000
15440.0,1304633,283000
19330.0,1305065,283000
20260.0,1306007,283000
18650.0,1306414,283000
20040.0,1308632,283000
17960.0,1309039,283000
16670.0,1310005,283000
13960.0,1310411,283000
15100.0,1312630,283000
12640.0,1313037,283000
14980.0,1314007,283000
15870.0,1314414,283000
18290.0,1316655,283000
18220.0,1317063,283000
17800.0,1318009,283000
17610.0,1318416,283000
18920.0,1320632,283000
20350.0,1321039,283000
20950.0,1322006,283000
20870.0,1322411,283000
20230.0,1324633,283000
10240.0,1325063,283000
16430.0,1326010,283000
19470.0,1326419,283000
19020.0,1328634,283000
15130.0,1329041,283000
17320.0,1330006,283000
16050.0,1330413,283000
10470.0,1332632,283000
15310.0,1333038,283000
17620.0,1334005,283000
17350.0,1334411,283000
16920.0,1336633,283000
16460.0,1337067,283000
16380.0,1338009,283000
14380.0,1338416,283000
14670.0,1340632,283000
14930.0,1341039,283000
13360.0,1342006,283000
11960.0,1342412,283000
13230.0,1344632,283000
15140.0,1345057,283000
16700.0,1346008,283000
16840.0,1346415,283000
15090.0,1347382,283000
16400.0,1347790,283000
13530.0,1350009,283000
13060.0,1350415,283000
15560.0,1351383,283000
13270.0,1351793,283000
13810.0,1354008,283000
12700.0,1354415,283000
11660.0,1355382,283000
17090.0,1355789,283000
16630.0,1358009,283000
13280.0,1358418,283000
11040.0,1359382,283000
11500.0,1359788,283000
11820.0,1362007,283000
13950.0,1362415,283000
16880.0,1363380,283000
14980.0,1363786,283000
14980.0,1366006,283000
13340.0,1366414,283000
13170.0,1367381,283000
17000.0,1370007,283000
11810.0,1370413,283000
17990.0,1371382,283000
17550.0,1371788,283000
18750.0,1374008,283000
14450.0,1374415,283000
12620.0,1375387,283000
17030.0,1375795,283000
8834.0,1378013,283000
17810.0,1378422,283000
19130.0,1379382,283000
19010.0,1379789,283000
18770.0,1382007,283000
15520.0,1382415,283000
11000.0,1383385,283000
18740.0,1383790,283000
17420.0,1386008,283000
16480.0,1386416,283000
13820.0,1387406,283000
15540.0,1387812,283000
15540.0,1390007,283000
16600.0,1390415,283000
14770.0,1391380,283000
14910.0,1391787,283000
12770.0,1394006,283000
17430.0,1394410,283000
12310.0,1395381,283000
17810.0,1395787,283000
16310.0,1398011,283000
13930.0,1398419,283000
12780.0,1399406,283000
16220.0,1399822,283000
12810.0,1402014,283000
10290.0,1402423,283000
19780.0,1403383,283000
12910.0,1403789,283000
16170.0,1406010,283000
11230.0,1406416,283000
17080.0,1407412,283000
18800.0,1407821,283000
17080.0,1410007,283000
18270.0,1410414,283000
16070.0,1411381,283000
14020.0,1411788,283000
16640.0,1414007,283000
18820.0,1414414,283000
18730.0,1415382,283000
17760.0,1415789,283000
17830.0,1418012,283000
12970.0,1418420,283000
17120.0,1419384,283000
14000.0,1419792,283000
16110.0,1422007,283000
12700.0,1422413,283000
20190.0,1423382,283000
15520.0,1423790,283000
14460.0,1426012,283000
13610.0,1426419,283000
12730.0,1427408,283000
12750.0,1427816,283000
19970.0,1430008,283000
16690.0,1430417,283000
9480.0,1431379,283000
8092.0,1431787,283000
6700.0,1432758,283000
6583.0,1433164,283000
6548.0,1435382,283000
6542.0,1435788,283000
6613.0,1436755,283000
6545.0,1437163,283000
6540.0,1439384,283000
6540.0,1439791,283000
6530.0,1440754,283000
6532.0,1441162,283000
6541.0,1443380,283000
6560.0,1443787,283000
6535.0,1444804,283000
6536.0,1445211,283000
6559.0,1447385,283000
6541.0,1447817,283000
6531.0,1448759,283000
6535.0,1449165,283000
6537.0,1451386,283000
6538.0,1451796,283000
6531.0,1452758,283000
6546.0,1453165,283000
6540.0,1455385,283000
6532.0,1455793,283000
6607.0,1456758,283000
6535.0,1457165,283000
6533.0,1459384,283000
6535.0,1459791,283000
6536.0,1460754,283000
6533.0,1461161,283000
6534.0,1463383,283000
6555.0,1463792,283000
6535.0,1464774,283000
6530.0,1465180,283000
6558.0,1467384,283000
6532.0,1467817,283000
6535.0,1468759,283000
6532.0,1469166,283000
6532.0,1471382,283000
6530.0,1471790,283000
6528.0,1472757,283000
6538.0,1473165,283000
6533.0,1475388,283000
6532.0,1475799,283000
6597.0,1476761,283000
6535.0,1477168,283000
6535.0,1479383,283000
6539.0,1479792,283000
6537.0,1480756,283000
6535.0,1481161,283000
6541.0,1483382,283000
6568.0,1483790,283000
6536.0,1484777,283000
6536.0,1485185,283000
6555.0,1487383,283000
6535.0,1487816,283000
6540.0,1488758,283000
6539.0,1489166,283000
6538.0,1491384,283000
6540.0,1491793,283000
6541.0,1492758,283000
6547.0,1493164,283000
6535.0,1495381,283000
6538.0,1495788,283000
6602.0,1496758,283000
6536.0,1497164,283000
6534.0,1499384,283000
6540.0,1499792,283000
6530.0,1500763,283000
6533.0,1501170,283000
6532.0,1503385,283000
6561.0,1503792,283000
6536.0,1504778,283000
6533.0,1505185,283000
6556.0,1507382,283000
6532.0,1508760,283000
6530.0,1509169,283000
6539.0,1511384,283000
6541.0,1511793,283000
6531.0,1512758,283000
6535.0,1513164,283000
6554.0,1515382,283000
6539.0,1515788,283000
6532.0,1516758,283000
6605.0,1517165,283000
6545.0,1518160,283000
6536.0,1518568,283000
6538.0,1520761,283000
6540.0,1521168,283000
6538.0,1522134,283000
6535.0,1522539,283000
6561.0,1524776,283000
6540.0,1525184,283000
6534.0,1526146,283000
6555.0,1526556,283000
6534.0,1528764,283000
6534.0,1529171,283000
6537.0,1530131,283000
6535.0,1530538,283000
6534.0,1532759,283000
6536.0,1533164,283000
6541.0,1534132,283000
6527.0,1534539,283000
6532.0,1536758,283000
6600.0,1537165,283000
6532.0,1538160,283000
6537.0,1538567,283000
6531.0,1540758,283000
6535.0,1541164,283000
6535.0,1542132,283000
6533.0,1542539,283000
6555.0,1544777,283000
6535.0,1545186,283000
6530.0,1546136,283000
6553.0,1546542,283000
6534.0,1548759,283000
6534.0,1549165,283000
6532.0,1550133,283000
6531.0,1550540,283000
6533.0,1552761,283000
6531.0,1553169,283000
6538.0,1554134,283000
6531.0,1554540,283000
6539.0,1556758,283000
6596.0,1557165,283000
6540.0,1558155,283000
6529.0,1558567,283000
6530.0,1560761,283000
6529.0,1561169,283000
6528.0,1562135,283000
6537.0,1562542,283000
6552.0,1564777,283000
6531.0,1565185,283000
6535.0,1566134,283000
6547.0,1566539,283000
6532.0,1568760,283000
6529.0,1569169,283000
6527.0,1570134,283000
6527.0,1570540,283000
6533.0,1572758,283000
6529.0,1573165,283000
6544.0,1574133,283000
6526.0,1574540,283000
6532.0,1576758,283000
6597.0,1577165,283000
6533.0,1578139,283000
6536.0,1578575,283000
6531.0,1580761,283000
6530.0,1581167,283000
6531.0,1582131,283000
6537.0,1582538,283000
6550.0,1584777,283000
6531.0,1585185,283000
6532.0,1586136,283000
6550.0,1586544,283000
6532.0,1588759,283000
6528.0,1589166,283000
6532.0,1590134,283000
6526.0,1590541,283000
6539.0,1592757,283000
6529.0,1593164,283000
6537.0,1594133,283000
6533.0,1594540,283000
6532.0,1596758,283000
6590.0,1597163,283000
6534.0,1598133,283000
6525.0,1598565,283000
6529.0,1600759,283000
6528.0,1601165,283000
6524.0,1602133,283000
6538.0,1602542,283000
6556.0,1603510,283000
6536.0,1603915,283000
6529.0,1606134,283000
6549.0,1606539,283000
6537.0,1607507,283000
6531.0,1607914,283000
6531.0,1610133,283000
6530.0,1610540,283000
6535.0,1611508,283000
6531.0,1611915,283000
6538.0,1614134,283000
6532.0,1614539,283000
6534.0,1615510,283000
6598.0,1615918,283000
6534.0,1618135,283000
6534.0,1618565,283000
6531.0,1619509,283000
6531.0,1619917,283000
6524.0,1622135,283000
6541.0,1622541,283000
6557.0,1623510,283000
6532.0,1623916,283000
6527.0,1626132,283000
6545.0,1626539,283000
6534.0,1627510,283000
6530.0,1627918,283000
6530.0,1630140,283000
6534.0,1630546,283000
6536.0,1631507,283000
6529.0,1631913,283000
6535.0,1634134,283000
6532.0,1634542,283000
6529.0,1635508,283000
6591.0,1635915,283000
6529.0,1638135,283000
6538.0,1638542,283000
6527.0,1639508,283000
6535.0,1639915,283000
6529.0,1642134,283000
6547.0,1642541,283000
6547.0,1643509,283000
6533.0,1643915,283000
6534.0,1646133,283000
6550.0,1647507,283000
6539.0,1647913,283000
6538.0,1650137,283000
6534.0,1650544,283000
6531.0,1651508,283000
6530.0,1651914,283000
6529.0,1654140,283000
6539.0,1654548,283000
6532.0,1655509,283000
6529.0,1655917,283000
6587.0,1658135,283000
6530.0,1658541,283000
6530.0,1659509,283000
6534.0,1659917,283000
6529.0,1662134,283000
6534.0,1662540,283000
6543.0,1663510,283000
6558.0,1663917,283000
6530.0,1666134,283000
6528.0,1666540,283000
6553.0,1667509,283000
6530.0,1667917,283000
6529.0,1670134,283000
6527.0,1670542,283000
6530.0,1671508,283000
6527.0,1671915,283000
6522.0,1674133,283000
6542.0,1674540,283000
6530.0,1675509,283000
6531.0,1675915,283000
6586.0,1678140,283000
6538.0,1678548,283000
6529.0,1679510,283000
6530.0,1679917,283000
6528.0,1682135,283000
6529.0,1682542,283000
6542.0,1683510,283000
6545.0,1683918,283000
6530.0,1686135,283000
6530.0,1686540,283000
6546.0,1687509,283000
6527.0,1687916,283000
6529.0,1688886,283000
6532.0,1689318,283000
6524.0,1691510,283000
6529.0,1691916,283000
6529.0,1692883,283000
6536.0,1693290,283000
6534.0,1695509,283000
6530.0,1695916,283000
6578.0,1696884,283000
6533.0,1697290,283000
6528.0,1699514,283000
6535.0,1699921,283000
6530.0,1700884,283000
6530.0,1701289,283000
6549.0,1703512,283000
6548.0,1703919,283000
6537.0,1704906,283000
6524.0,1705313,283000
6544.0,1707511,283000
6528.0,1707919,283000
6531.0,1708882,283000
6524.0,1709318,283000
6530.0,1711510,283000
6529.0,1711916,283000
6528.0,1712885,283000
6526.0,1713291,283000
6531.0,1715509,283000
6524.0,1715915,283000
6574.0,1716884,283000
6529.0,1717291,283000
6527.0,1719534,283000
6530.0,1719942,283000
6532.0,1720885,283000
6521.0,1721292,283000
6553.0,1723508,283000
6544.0,1723914,283000
6530.0,1724900,283000
6528.0,1725533,283000
6539.0,1727522,283000
6532.0,1727934,283000
6532.0,1728890,283000
6539.0,1729327,283000
6535.0,1731510,283000
6535.0,1731918,283000
6535.0,1732886,283000
6543.0,1733294,283000
6531.0,1735510,283000
6533.0,1735917,283000
6583.0,1736884,283000
6539.0,1737290,283000
6528.0,1739538,283000
6531.0,1739945,283000
6531.0,1740885,283000
6531.0,1741291,283000
6558.0,1743508,283000
6551.0,1743916,283000
6529.0,1744906,283000
6528.0,1745313,283000
6553.0,1747511,283000
6535.0,1747920,283000
6531.0,1748884,283000
6529.0,1749293,283000
6534.0,1751509,283000
6532.0,1751916,283000
6530.0,1752885,283000
6545.0,1753293,283000
6530.0,1755513,283000
6537.0,1755919,283000
6576.0,1756886,283000
6536.0,1757292,283000
6541.0,1759538,283000
6541.0,1759946,283000
6539.0,1760886,283000
6532.0,1761293,283000
6561.0,1763510,283000
6548.0,1763917,283000
6533.0,1764905,283000
6541.0,1765312,283000
6550.0,1767510,283000
6530.0,1767917,283000
6530.0,1768884,283000
6530.0,1769291,283000
6527.0,1771511,283000
6537.0,1771919,283000
6541.0,1772884,283000
6540.0,1773291,283000
6532.0,1774259,283000
6527.0,1774665,283000
6579.0,1776886,283000
6535.0,1777293,283000
6534.0,1778264,283000
6525.0,1778672,283000
6534.0,1780887,283000
6531.0,1781295,283000
6566.0,1782260,283000
6558.0,1782667,283000
6534.0,1784904,283000
6536.0,1785312,283000
6555.0,1786261,283000
6533.0,1788885,283000
6531.0,1789293,283000
6530.0,1790262,283000
6536.0,1790670,283000
6533.0,1792884,283000
6536.0,1793291,283000
6540.0,1794260,283000
6532.0,1794667,283000
6530.0,1796894,283000
6582.0,1797307,283000
6535.0,1798260,283000
6535.0,1798667,283000
6536.0,1800888,283000
6530.0,1801295,283000
6534.0,1802261,283000
6579.0,1802671,283000
6547.0,1804908,283000
6536.0,1805318,283000
6530.0,1806260,283000
6543.0,1806667,283000
6524.0,1808885,283000
6529.0,1809291,283000
6526.0,1810259,283000
6530.0,1810666,283000
6531.0,1812883,283000
6538.0,1813289,283000
6536.0,1814259,283000
6530.0,1814664,283000
6533.0,1816946,283000
6579.0,1817355,283000
6539.0,1818482,283000
6540.0,1819201,283000
6531.0,1821113,283000
6532.0,1821748,283000
6536.0,1822478,283000
6580.0,1823110,283000
6544.0,1825135,283000
6532.0,1825768,283000
6532.0,1826484,283000
6544.0,1827117,283000
6534.0,1829110,283000
6532.0,1829745,283000
6530.0,1830506,283000
6532.0,1831139,283000
6528.0,1833105,283000
6541.0,1833738,283000
6538.0,1834482,283000
6530.0,1835145,283000
6529.0,1837102,283000
6578.0,1837733,283000
6541.0,1838482,283000
6523.0,1839114,283000
6533.0,1841108,283000
6529.0,1841741,283000
6529.0,1842479,283000
6575.0,1843111,283000
6544.0,1845132,283000
6530.0,1845765,283000
6530.0,1846481,283000
6540.0,1847114,283000
6530.0,1849104,283000
6534.0,1849736,283000
6529.0,1850519,283000
6522.0,1851152,283000
6529.0,1853105,283000
6540.0,1853742,283000
6542.0,1854485,283000
6538.0,1855154,283000
6534.0,1857108,283000
6575.0,1857741,283000
6532.0,1858479,283000
6532.0,1859112,283000
6533.0,1859856,283000
6537.0,1860528,283000
6539.0,1862485,283000
6582.0,1863118,283000
6548.0,1863855,283000
6532.0,1864491,283000
6541.0,1866483,283000
6545.0,1867114,283000
6535.0,1867853,283000
6534.0,1868484,283000
6535.0,1870517,283000
6532.0,1871149,283000
6539.0,1871857,283000
6549.0,1872490,283000
6541.0,1874482,283000
6536.0,1875145,283000
6536.0,1875858,283000
6579.0,1876490,283000
6532.0,1878482,283000
6527.0,1879118,283000
6531.0,1879861,283000
6535.0,1880534,283000
6529.0,1882482,283000
6589.0,1883115,283000
6538.0,1883852,283000
6533.0,1884484,283000
6535.0,1886478,283000
6539.0,1887108,283000
6535.0,1887854,283000
6535.0,1888487,283000
6530.0,1890516,283000
6533.0,1891150,283000
6530.0,1891855,283000
6560.0,1892490,283000
6543.0,1894482,283000
6530.0,1895140,283000
6530.0,1895854,283000
6580.0,1896487,283000
6538.0,1898481,283000
6530.0,1899115,283000
6532.0,1899856,283000
6535.0,1900526,283000
6532.0,1902483,283000
6595.0,1903113,283000
6544.0,1903858,283000
6534.0,1904492,283000
6536.0,1906484,283000
6543.0,1907119,283000
6530.0,1907858,283000
6529.0,1908491,283000
6539.0,1910516,283000
6535.0,1911151,283000
6536.0,1911857,283000
6562.0,1912490,283000
6536.0,1914479,283000
6530.0,1915139,283000
6533.0,1915856,283000
6575.0,1916488,283000
6539.0,1918488,283000
6533.0,1919010,283000
6532.0,1919639,283000
6525.0,1920047,283000
6530.0,1922261,283000
6605.0,1922669,283000
6549.0,1923633,283000
6532.0,1924040,283000
6537.0,1926261,283000
6545.0,1927636,283000
6532.0,1928043,283000
6528.0,1930265,283000
6533.0,1930698,283000
6530.0,1931639,283000
6532.0,1932047,283000
6560.0,1934263,283000
6540.0,1934669,283000
6530.0,1935634,283000
6529.0,1936041,283000
6571.0,1938260,283000
6533.0,1938669,283000
6529.0,1939636,283000
6536.0,1940041,283000
6533.0,1942263,283000
6529.0,1942671,283000
6598.0,1943636,283000
6543.0,1944043,283000
6532.0,1945030,283000
6525.0,1945438,283000
6545.0,1947636,283000
6536.0,1948042,283000
6530.0,1949010,283000
6525.0,1949417,283000
6531.0,1951635,283000
6532.0,1952043,283000
6565.0,1953010,283000
6539.0,1953418,283000
6533.0,1955640,283000
6533.0,1956047,283000
6566.0,1957012,283000
6540.0,1957420,283000
6531.0,1959637,283000
6534.0,1960043,283000
6532.0,1961038,283000
6529.0,1961445,283000
6614.0,1963636,283000
6546.0,1964042,283000
6538.0,1965028,283000
6523.0,1965436,283000
6543.0,1967636,283000
6541.0,1968043,283000
6529.0,1969011,283000
6531.0,1969417,283000
6536.0,1971637,283000
6529.0,1972044,283000
6574.0,1973012,283000
6539.0,1973420,283000
6534.0,1975635,283000
6530.0,1976042,283000
6570.0,1977011,283000
6536.0,1977418,283000
6537.0,1979642,283000
6536.0,1980050,283000
6531.0,1981037,283000
6535.0,1981444,283000
6624.0,1983636,283000
6549.0,1984042,283000
6534.0,1985027,283000
6540.0,1985435,283000
6549.0,1987636,283000
6541.0,1988044,283000
6542.0,1989009,283000
6530.0,1989415,283000
6536.0,1991638,283000
6535.0,1992047,283000
6588.0,1993012,283000
6544.0,1993420,283000
6537.0,1995636,283000
6534.0,1996042,283000
6568.0,1997012,283000
6540.0,1997420,283000
6535.0,1999635,283000
6540.0,2000042,283000
6532.0,2001010,283000
6537.0,2001442,283000
6628.0,2003635,283000
6546.0,2004042,283000
6540.0,2005031,283000
6532.0,2005440,283000
6544.0,2007638,283000
6531.0,2008045,283000
6530.0,2009009,283000
6535.0,2009417,283000
6539.0,2011638,283000
6529.0,2012046,283000
6590.0,2013013,283000
6542.0,2013420,283000
6531.0,2015636,283000
6534.0,2016043,283000
6570.0,2017011,283000
6538.0,2017417,283000
6536.0,2019636,283000
6532.0,2020041,283000
6530.0,2021011,283000
6536.0,2021443,283000
6629.0,2023638,283000
6543.0,2024044,283000
6536.0,2025028,283000
6532.0,2025436,283000
6547.0,2027636,283000
6530.0,2028043,283000
6531.0,2029011,283000
6534.0,2029420,283000
6532.0,2030391,283000
6528.0,2030798,283000
6594.0,2033014,283000
6538.0,2033421,283000
6536.0,2034386,283000
6529.0,2034813,283000
6571.0,2037012,283000
6529.0,2037419,283000
6530.0,2038385,283000
6531.0,2038791,283000
6540.0,2041011,283000
6532.0,2041446,283000
6632.0,2042387,283000
6541.0,2042794,283000
6533.0,2045027,283000
6527.0,2045434,283000
6546.0,2046386,283000
6528.0,2046793,283000
6530.0,2049009,283000
6530.0,2049414,283000
6530.0,2050387,283000
6532.0,2050793,283000
6597.0,2053012,283000
6535.0,2053640,283000
6528.0,2054405,283000
6535.0,2054838,283000
11480.0,2057015,283000
13440.0,2057423,283000
12700.0,2058385,283000
12090.0,2058790,283000
14690.0,2061012,283000
15360.0,2061419,283000
16110.0,2062388,283000
17140.0,2062795,283000
18020.0,2066515,284000
13050.0,2066926,284000
15640.0,2067332,284000
14640.0,2069014,284000
14350.0,2069421,284000
14590.0,2070387,284000
15890.0,2070795,284000
14250.0,2073011,284000
12330.0,2073419,284000
20190.0,2074384,284000
14810.0,2074808,284000
15280.0,2077011,284000
10440.0,2077417,284000
18170.0,2078385,284000
19490.0,2078794,284000
18230.0,2081017,284000
19070.0,2081426,284000
17460.0,2082387,284000
13170.0,2082794,284000
17890.0,2085031,284000
19490.0,2085439,284000
16380.0,2086387,284000
15640.0,2086794,284000
18720.0,2089011,284000
13180.0,2089419,284000
17800.0,2090385,284000
17420.0,2090792,284000
14690.0,2093013,284000
13690.0,2093421,284000
13920.0,2094386,284000
19290.0,2094811,284000
16190.0,2097010,284000
13770.0,2097414,284000
12940.0,2098385,284000
15470.0,2098791,284000
11350.0,2101013,284000
14750.0,2101420,284000
10320.0,2102388,284000
14140.0,2102795,284000
15370.0,2105035,284000
18420.0,2105444,284000
15310.0,2106388,284000
14620.0,2106797,284000
16290.0,2109012,284000
15510.0,2109419,284000
12630.0,2110386,284000
18920.0,2110793,284000
12150.0,2113010,284000
15150.0,2113419,284000
14090.0,2114386,284000
17760.0,2114811,284000
17640.0,2115763,284000
13370.0,2116170,284000
10110.0,2118387,284000
12860.0,2118795,284000
20410.0,2119763,284000
12040.0,2120171,284000
17320.0,2122388,284000
15930.0,2122797,284000
14710.0,2123761,284000
14380.0,2124168,284000
17150.0,2126386,284000
14190.0,2126793,284000
11390.0,2127761,284000
19350.0,2128168,284000
14730.0,2130392,284000
14670.0,2130803,284000
10000.0,2131761,284000
15720.0,2132197,284000
18100.0,2134387,284000
16060.0,2134812,284000
17420.0,2135762,284000
18480.0,2136170,284000
12980.0,2138388,284000
15250.0,2138796,284000
18090.0,2139764,284000
17960.0,2140172,284000
16130.0,2142387,284000
17840.0,2142793,284000
12110.0,2143761,284000
19870.0,2144169,284000
18210.0,2146386,284000
18590.0,2146793,284000
19960.0,2147762,284000
17220.0,2148170,284000
15440.0,2150387,284000
13550.0,2150794,284000
15150.0,2151762,284000
17310.0,2152197,284000
17730.0,2154388,284000
11950.0,2154816,284000
13280.0,2155764,284000
10600.0,2156172,284000
17060.0,2158386,284000
19550.0,2158794,284000
16220.0,2159762,284000
15390.0,2160169,284000
14310.0,2162413,284000
10190.0,2162825,284000
11390.0,2163761,284000
13720.0,2164168,284000
14110.0,2166387,284000
16940.0,2166793,284000
13290.0,2167762,284000
19360.0,2168168,284000
19740.0,2170386,284000
13420.0,2170794,284000
10700.0,2171762,284000
10710.0,2172193,284000
9722.0,2174389,284000
16050.0,2174816,284000
19290.0,2175761,284000
18910.0,2176168,284000
14720.0,2178387,284000
17060.0,2178794,284000
15730.0,2179767,284000
10710.0,2180177,284000
14930.0,2182418,284000
17460.0,2182832,284000
17130.0,2183765,284000
16630.0,2184172,284000
19180.0,2186387,284000
15320.0,2186793,284000
14360.0,2187763,284000
14460.0,2188171,284000
14620.0,2190387,284000
17340.0,2190793,284000
11450.0,2191761,284000
16320.0,2192167,284000
19150.0,2194388,284000
20870.0,2194818,284000
20910.0,2195761,284000
20890.0,2196166,284000
18430.0,2198386,284000
8530.0,2198794,284000
18310.0,2199763,284000
19450.0,2200169,284000
19370.0,2202410,284000
19240.0,2203764,284000
13730.0,2204170,284000
15010.0,2205140,284000
18020.0,2205546,284000
14480.0,2207767,284000
13620.0,2208176,284000
15530.0,2209138,284000
14650.0,2209546,284000
13440.0,2211763,284000
18560.0,2212170,284000
13020.0,2213139,284000
14200.0,2213545,284000
14620.0,2215763,284000
17320.0,2216172,284000
11410.0,2217137,284000
16320.0,2217543,284000
19240.0,2219766,284000
20870.0,2220173,284000
20310.0,2221135,284000
19310.0,2221542,284000
20820.0,2223765,284000
8705.0,2224172,284000
13540.0,2225138,284000
19730.0,2225544,284000
20490.0,2227763,284000
19200.0,2228170,284000
20330.0,2229136,284000
18700.0,2229545,284000
17710.0,2231768,284000
12310.0,2232175,284000
15740.0,2233139,284000
12330.0,2233547,284000
16220.0,2235763,284000
17110.0,2236171,284000
18990.0,2237138,284000
18860.0,2237545,284000
18600.0,2239762,284000
18240.0,2240170,284000
17900.0,2241139,284000
17560.0,2241546,284000
18670.0,2243765,284000
19160.0,2244172,284000
20370.0,2245141,284000
11180.0,2245549,284000
17520.0,2247761,284000
19830.0,2248169,284000
20680.0,2249137,284000
19800.0,2249544,284000
18210.0,2251763,284000
19280.0,2252171,284000
9837.0,2253138,284000
16680.0,2253547,284000
18400.0,2255762,284000
17640.0,2256169,284000
12350.0,2257142,284000
15630.0,2257549,284000
12270.0,2259764,284000
16200.0,2260171,284000
17070.0,2261137,284000
18940.0,2261545,284000
18960.0,2263766,284000
18560.0,2264175,284000
18230.0,2265141,284000
17880.0,2265547,284000
17560.0,2267763,284000
18610.0,2268170,284000
19240.0,2269135,284000
20370.0,2269543,284000
11120.0,2271762,284000
17510.0,2272168,284000
19880.0,2273158,284000
20680.0,2273565,284000
19780.0,2275764,284000
18180.0,2276171,284000
18910.0,2277137,284000
9769.0,2277544,284000
16620.0,2279762,284000
18380.0,2280170,284000
17630.0,2281139,284000
12380.0,2281547,284000
15710.0,2283768,284000
12230.0,2284174,284000
16150.0,2285142,284000
17030.0,2285548,284000
18920.0,2286513,284000
18840.0,2286919,284000
18550.0,2289138,284000
18210.0,2289545,284000
17880.0,2290513,284000
17560.0,2290919,284000
18740.0,2293164,284000
20130.0,2293571,284000
20430.0,2294511,284000
11080.0,2294957,284000
17480.0,2297140,284000
19820.0,2297546,284000
20660.0,2298512,284000
19490.0,2298920,284000
18120.0,2301139,284000
20370.0,2301546,284000
10020.0,2302513,284000
14060.0,2302919,284000
18850.0,2305143,284000
20040.0,2305551,284000
18000.0,2306513,284000
19740.0,2306921,284000
17150.0,2309139,284000
16420.0,2309545,284000
15690.0,2310513,284000
16970.0,2310920,284000
14140.0,2313166,284000
16930.0,2313573,284000
14570.0,2314514,284000
17520.0,2314943,284000
17570.0,2317138,284000
18740.0,2317545,284000
20210.0,2318511,284000
20940.0,2318916,284000
20890.0,2321139,284000
20840.0,2321545,284000
20900.0,2322512,284000
19940.0,2322918,284000
11120.0,2325141,284000
15310.0,2325549,284000
18990.0,2326515,284000
18500.0,2326922,284000
13650.0,2329139,284000
16380.0,2329547,284000
17600.0,2330512,284000
11370.0,2330918,284000
13970.0,2333143,284000
16720.0,2333577,284000
16420.0,2334514,284000
15850.0,2334940,284000
15390.0,2337135,284000
16840.0,2337542,284000
16200.0,2338511,284000
15590.0,2338916,284000
14060.0,2341138,284000
11660.0,2341545,284000
11760.0,2342511,284000
14760.0,2345143,284000
16170.0,2345550,284000
16290.0,2346512,284000
15740.0,2346919,284000
13600.0,2349139,284000
18710.0,2349546,284000
12720.0,2350512,284000
13930.0,2350919,284000
14370.0,2353140,284000
12960.0,2353573,284000
12010.0,2354514,284000
14140.0,2354938,284000
12210.0,2357142,284000
16020.0,2357549,284000
15490.0,2358513,284000
14840.0,2358918,284000
12070.0,2361140,284000
12070.0,2361547,284000
13040.0,2362513,284000
14290.0,2362922,284000
15800.0,2365142,284000
15890.0,2365547,284000
14040.0,2366511,284000
11690.0,2366919,284000
13230.0,2369137,284000
19450.0,2369544,284000
11920.0,2370533,284000
17780.0,2370948,284000
19930.0,2373140,284000
19680.0,2373577,284000
16270.0,2374513,284000
14020.0,2374942,284000
16020.0,2375886,284000
9281.0,2376294,284000
16980.0,2378514,284000
18620.0,2378923,284000
18480.0,2379889,284000
18160.0,2380298,284000
14410.0,2382519,284000
12120.0,2382927,284000
18120.0,2383896,284000
